"No.","Time","Source","Destination","Protocol","Length","ID","Info"
"184","01:50:25.134074526","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47030  >  443 [ACK] Seq=518 Ack=3144 Win=63104 Len=0"
"185","01:50:25.136983675","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47034 [ACK] Seq=1 Ack=518 Win=67584 Len=0"
"186","01:50:25.137372479","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47028 [ACK] Seq=1 Ack=518 Win=67584 Len=0"
"187","01:50:25.137720633","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47032 [ACK] Seq=1 Ack=518 Win=67584 Len=0"
"188","01:50:25.138143785","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","1434","","Server Hello, Change Cipher Spec"
"189","01:50:25.138196576","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47034  >  443 [ACK] Seq=518 Ack=1361 Win=63616 Len=0"
"190","01:50:25.138260890","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","1856","","Application Data"
"191","01:50:25.138271660","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47034  >  443 [ACK] Seq=518 Ack=3143 Win=61952 Len=0"
"192","01:50:25.138334667","fe80::f2cd:7016:d1f2:6f85","ff02::16","ICMPv6","170","","Multicast Listener Report Message v2"
"193","01:50:25.138655927","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","138","","Change Cipher Spec, Application Data"
"194","01:50:25.139562753","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","3217","","Server Hello, Change Cipher Spec, Application Data"
"195","01:50:25.139563082","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","3217","","Server Hello, Change Cipher Spec, Application Data"
"196","01:50:25.139571338","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47028  >  443 [ACK] Seq=518 Ack=3144 Win=61824 Len=0"
"197","01:50:25.139575708","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47032  >  443 [ACK] Seq=518 Ack=3144 Win=61824 Len=0"
"198","01:50:25.140681092","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","261","","Application Data"
"199","01:50:25.140776510","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","134","","Application Data"
"200","01:50:25.140786262","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","172","","Application Data"
"201","01:50:25.146036681","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","227","","Application Data, Application Data"
"202","01:50:25.146312359","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","138","","Change Cipher Spec, Application Data"
"203","01:50:25.146467198","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","261","","Application Data"
"204","01:50:25.146513720","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"205","01:50:25.146521680","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","167","","Application Data"
"206","01:50:25.146875266","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","237","","Application Data, Application Data"
"207","01:50:25.147146441","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","138","","Change Cipher Spec, Application Data"
"208","01:50:25.147329787","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","261","","Application Data"
"209","01:50:25.147453328","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"210","01:50:25.147991493","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","138","","Change Cipher Spec, Application Data"
"211","01:50:25.148145697","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","261","","Application Data"
"212","01:50:25.152793584","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=3143 Ack=582 Win=67584 Len=0"
"213","01:50:25.152841100","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","331","","Application Data, Application Data, Application Data"
"214","01:50:25.152902803","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=3143 Ack=752 Win=68608 Len=0"
"215","01:50:25.153569570","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","611","","Application Data, Application Data"
"216","01:50:25.153576132","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=1918 Ack=3680 Win=63616 Len=0"
"217","01:50:25.153713687","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","105","","Application Data"
"218","01:50:25.158371769","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47030 [ACK] Seq=3144 Ack=582 Win=67584 Len=0"
"219","01:50:25.158784386","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","602","","Application Data, Application Data"
"220","01:50:25.158796254","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47030  >  443 [ACK] Seq=769 Ack=3672 Win=63616 Len=0"
"221","01:50:25.158901041","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=3680 Ack=982 Win=69632 Len=0"
"222","01:50:25.158975532","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","98","","Application Data"
"223","01:50:25.158986033","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47030  >  443 [FIN, ACK] Seq=793 Ack=3672 Win=64128 Len=0"
"224","01:50:25.165554309","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","408","","Application Data"
"225","01:50:25.165592749","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=1949 Ack=4014 Win=64128 Len=0"
"226","01:50:25.166454495","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"227","01:50:25.166455391","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47034 [ACK] Seq=3143 Ack=582 Win=67584 Len=0"
"228","01:50:25.166489840","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=1949 Ack=4045 Win=64128 Len=0"
"229","01:50:25.166522442","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47034 [ACK] Seq=3143 Ack=769 Win=68608 Len=0"
"230","01:50:25.166528874","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47030 [ACK] Seq=3672 Ack=769 Win=68608 Len=0"
"231","01:50:25.167381562","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"232","01:50:25.167400683","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47030  >  443 [RST] Seq=769 Win=0 Len=0"
"233","01:50:25.167518018","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=4045 Ack=1042 Win=69632 Len=0"
"234","01:50:25.168154862","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=4045 Ack=1140 Win=69632 Len=0"
"235","01:50:25.168154889","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=4045 Ack=1293 Win=70656 Len=0"
"236","01:50:25.168282872","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=4045 Ack=1349 Win=70656 Len=0"
"237","01:50:25.168282898","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","497","","Application Data"
"238","01:50:25.168282922","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"239","01:50:25.168282937","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","343","","Application Data"
"240","01:50:25.168407569","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=1949 Ack=4768 Win=64128 Len=0"
"241","01:50:25.168637253","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=4045 Ack=1442 Win=70656 Len=0"
"242","01:50:25.168637306","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=4045 Ack=1605 Win=71680 Len=0"
"243","01:50:25.168642253","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","[TCP Dup ACK 240#1] 47026  >  443 [ACK] Seq=1949 Ack=4768 Win=64128 Len=0"
"244","01:50:25.168745449","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"245","01:50:25.168753368","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=1949 Ack=4799 Win=64128 Len=0"
"246","01:50:25.169436511","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=4045 Ack=1661 Win=71680 Len=0"
"247","01:50:25.169437222","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","611","","Application Data, Application Data"
"248","01:50:25.169447201","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47034  >  443 [ACK] Seq=769 Ack=3680 Win=63616 Len=0"
"249","01:50:25.169547049","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"250","01:50:25.169547071","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"251","01:50:25.169578049","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","98","","Application Data"
"252","01:50:25.169589984","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47034  >  443 [FIN, ACK] Seq=793 Ack=3680 Win=64128 Len=0"
"253","01:50:25.169747459","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=1949 Ack=5032 Win=64128 Len=0"
"254","01:50:25.170758645","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","134","","Application Data"
"255","01:50:25.170774173","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","166","","Application Data"
"256","01:50:25.171465117","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","86","","[TCP Dup ACK 230#1] 443  >  47030 [ACK] Seq=3703 Ack=769 Win=68608 Len=0 SLE=793 SRE=794"
"257","01:50:25.171493613","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47030  >  443 [RST] Seq=769 Win=0 Len=0"
"258","01:50:25.171554370","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47028 [ACK] Seq=3144 Ack=582 Win=67584 Len=0"
"259","01:50:25.171554412","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47028 [ACK] Seq=3144 Ack=769 Win=68608 Len=0"
"260","01:50:25.172222418","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47032 [ACK] Seq=3144 Ack=582 Win=67584 Len=0"
"261","01:50:25.172222475","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47032 [ACK] Seq=3144 Ack=769 Win=68608 Len=0"
"262","01:50:25.172224392","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","611","","Application Data, Application Data"
"263","01:50:25.172234190","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47028  >  443 [ACK] Seq=769 Ack=3681 Win=63616 Len=0"
"264","01:50:25.172344413","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","98","","Application Data"
"265","01:50:25.172352793","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47028  >  443 [FIN, ACK] Seq=793 Ack=3681 Win=64128 Len=0"
"266","01:50:25.173212089","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","611","","Application Data, Application Data"
"267","01:50:25.173218903","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47032  >  443 [ACK] Seq=769 Ack=3681 Win=63616 Len=0"
"268","01:50:25.173314480","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","439","","Application Data"
"269","01:50:25.173314513","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"270","01:50:25.173386604","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","98","","Application Data"
"271","01:50:25.173394571","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47032  >  443 [FIN, ACK] Seq=793 Ack=3681 Win=64128 Len=0"
"272","01:50:25.173602532","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=2101 Ack=5428 Win=64128 Len=0"
"273","01:50:25.174492421","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","134","","Application Data"
"274","01:50:25.174500532","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","206","","Application Data"
"275","01:50:25.179247941","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=5428 Ack=1949 Win=72704 Len=0"
"276","01:50:25.179247966","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","337","","Application Data"
"277","01:50:25.179247982","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"278","01:50:25.179349213","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=2293 Ack=5722 Win=64128 Len=0"
"279","01:50:25.181590117","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","359","","Application Data"
"280","01:50:25.181590136","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"281","01:50:25.181672708","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=2293 Ack=6038 Win=64128 Len=0"
"282","01:50:25.181699644","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47030 [ACK] Seq=3703 Ack=794 Win=68608 Len=0"
"283","01:50:25.181711696","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47030  >  443 [RST] Seq=794 Win=0 Len=0"
"284","01:50:25.182410426","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47030 [FIN, ACK] Seq=3703 Ack=794 Win=68608 Len=0"
"285","01:50:25.182415180","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47030  >  443 [RST] Seq=794 Win=0 Len=0"
"286","01:50:25.186247442","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=6038 Ack=2101 Win=72704 Len=0"
"287","01:50:25.187174617","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","86","","[TCP Dup ACK 229#1] 443  >  47034 [ACK] Seq=3680 Ack=769 Win=68608 Len=0 SLE=793 SRE=794"
"288","01:50:25.187275954","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47034 [ACK] Seq=3680 Ack=794 Win=68608 Len=0"
"289","01:50:25.187691676","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47034 [FIN, ACK] Seq=3680 Ack=794 Win=68608 Len=0"
"290","01:50:25.187712654","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47034  >  443 [ACK] Seq=794 Ack=3681 Win=64128 Len=0"
"291","01:50:25.187865256","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","307","","Application Data"
"292","01:50:25.187865335","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"293","01:50:25.188055669","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=2293 Ack=6302 Win=64128 Len=0"
"294","01:50:25.192161336","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"295","01:50:25.192178184","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","167","","Application Data"
"296","01:50:25.192504068","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","223","","Application Data, Application Data"
"297","01:50:25.193133490","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","86","","[TCP Dup ACK 259#1] 443  >  47028 [ACK] Seq=3681 Ack=769 Win=68608 Len=0 SLE=793 SRE=794"
"298","01:50:25.193243882","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47028 [ACK] Seq=3681 Ack=794 Win=68608 Len=0"
"299","01:50:25.193267915","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","86","","[TCP Dup ACK 261#1] 443  >  47032 [ACK] Seq=3681 Ack=769 Win=68608 Len=0 SLE=793 SRE=794"
"300","01:50:25.193963675","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47032 [ACK] Seq=3681 Ack=794 Win=68608 Len=0"
"301","01:50:25.193969507","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47028 [FIN, ACK] Seq=3681 Ack=794 Win=68608 Len=0"
"302","01:50:25.193983472","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47028  >  443 [ACK] Seq=794 Ack=3682 Win=64128 Len=0"
"303","01:50:25.194055318","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47032 [FIN, ACK] Seq=3681 Ack=794 Win=68608 Len=0"
"304","01:50:25.194060572","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47032  >  443 [ACK] Seq=794 Ack=3682 Win=64128 Len=0"
"305","01:50:25.196221472","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=6302 Ack=2293 Win=73728 Len=0"
"306","01:50:25.200041192","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","339","","Application Data"
"307","01:50:25.200041227","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"308","01:50:25.200176557","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=2591 Ack=6598 Win=64128 Len=0"
"309","01:50:25.200370995","10.0.0.214","35.244.247.133","TCP","74","","43274  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1592025650 TSecr=0 WS=128"
"310","01:50:25.207185212","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=6598 Ack=2442 Win=73728 Len=0"
"311","01:50:25.209754173","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","273","","Application Data"
"312","01:50:25.209754208","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"313","01:50:25.209888823","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=2591 Ack=6828 Win=64128 Len=0"
"314","01:50:25.214155642","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","339","","Application Data"
"315","01:50:25.214155665","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"316","01:50:25.214333245","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=2591 Ack=7124 Win=64128 Len=0"
"317","01:50:25.225481337","35.244.247.133","10.0.0.214","TCP","74","","443  >  43274 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1934957341 TSecr=1592025650 WS=256"
"318","01:50:25.225528811","10.0.0.214","35.244.247.133","TCP","66","","43274  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1592025675 TSecr=1934957341"
"319","01:50:25.225688259","10.0.0.214","35.244.247.133","TLSv1.2","279","","Client Hello"
"320","01:50:25.245978983","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
